Date,close,volume
2020-04-14 13:00:00,283.94,103551
2020-04-14 14:00:00,283.87,232800
2020-04-15 08:00:00,277.37,128287
2020-04-15 09:00:00,276.78,140260
2020-04-15 10:00:00,276.14,104167
2020-04-15 11:00:00,277.36,92434
2020-04-15 12:00:00,277.17,96292
2020-04-15 13:00:00,279.38,101153
2020-04-15 14:00:00,277.74,184151
2020-04-16 08:00:00,276.82,89889
2020-04-16 09:00:00,278.52,139667
2020-04-16 10:00:00,279.72,105735
2020-04-16 11:00:00,277.27,154700
2020-04-16 12:00:00,277.44,97335
2020-04-16 13:00:00,278.34,93994
2020-04-16 14:00:00,279.21,183548
2020-04-17 08:00:00,285.47,130105
2020-04-17 09:00:00,283.38,167811
2020-04-17 10:00:00,283.51,87852
2020-04-17 11:00:00,284.34,76997
2020-04-17 12:00:00,284.08,81939
2020-04-17 13:00:00,283.62,80296
2020-04-17 14:00:00,286.75,263274
2020-04-20 08:00:00,283.35,84465
2020-04-20 09:00:00,285.15,106005
2020-04-20 10:00:00,285.93,85238
2020-04-20 11:00:00,285.4,66848
2020-04-20 12:00:00,284.84,71755
2020-04-20 13:00:00,281.72,128161
2020-04-20 14:00:00,281.59,179421
2020-04-21 08:00:00,277.65,120727
2020-04-21 09:00:00,274.17,141911
2020-04-21 10:00:00,273.61,156315
2020-04-21 11:00:00,273.41,93449
2020-04-21 12:00:00,274.02,110980
2020-04-21 13:00:00,273.49,99702
2020-04-21 14:00:00,273.02,229274
2020-04-22 08:00:00,277.81,82008
2020-04-22 09:00:00,277.59,99513
2020-04-22 10:00:00,278.68,80102
2020-04-22 11:00:00,278.59,56357
2020-04-22 12:00:00,279.24,48494
2020-04-22 13:00:00,279.99,72138
2020-04-22 14:00:00,279.18,187013
2020-04-23 08:00:00,281.52,86215
2020-04-23 09:00:00,283.28,123201
2020-04-23 10:00:00,282.29,91204
2020-04-23 11:00:00,281.01,188347
2020-04-23 12:00:00,279.88,148129
2020-04-23 13:00:00,281.33,90717
2020-04-23 14:00:00,279.08,152780
2020-04-24 08:00:00,278.86,60573
2020-04-24 09:00:00,279.59,81565
2020-04-24 10:00:00,279.35,73337
2020-04-24 11:00:00,280.22,54422
2020-04-24 12:00:00,281.52,55055
2020-04-24 13:00:00,282.21,83379
2020-04-24 14:00:00,283.04,169327
2020-04-27 08:00:00,285.52,57733
2020-04-27 09:00:00,285.69,92970
2020-04-27 10:00:00,286.91,67424
2020-04-27 11:00:00,287.07,63329
2020-04-27 12:00:00,286.51,56063
2020-04-27 13:00:00,287.36,55405
2020-04-27 14:00:00,287.11,163823
2020-04-28 08:00:00,289.48,112106
2020-04-28 09:00:00,285.82,175398
2020-04-28 10:00:00,286.81,120037
2020-04-28 11:00:00,287.31,79893
2020-04-28 12:00:00,287.45,59871
2020-04-28 13:00:00,287.35,74392
2020-04-28 14:00:00,285.77,173842
2020-04-29 08:00:00,291.98,108060
2020-04-29 09:00:00,292.39,125666
2020-04-29 10:00:00,292.89,105496
2020-04-29 11:00:00,293.94,95049
2020-04-29 12:00:00,293.69,86816
2020-04-29 13:00:00,293.97,122581
2020-04-29 14:00:00,293.19,225357
2020-04-30 08:00:00,291.24,127567
2020-04-30 09:00:00,291.04,149592
2020-04-30 10:00:00,289.6,103582
2020-04-30 11:00:00,289.98,119542
2020-04-30 12:00:00,289.22,69023
2020-04-30 13:00:00,289.33,76714
2020-04-30 14:00:00,290.26,211946
2020-05-01 08:00:00,285.07,123053
2020-05-01 09:00:00,285.08,138792
2020-05-01 10:00:00,282.72,110381
2020-05-01 11:00:00,282.31,112499
2020-05-01 12:00:00,281.95,71167
2020-05-01 13:00:00,282.55,87137
2020-05-01 14:00:00,282.73,231889
2020-05-04 08:00:00,280.57,94113
2020-05-04 09:00:00,280.69,115099
2020-05-04 10:00:00,281.42,77822
2020-05-04 11:00:00,281.09,50331
2020-05-04 12:00:00,281.46,57362
2020-05-04 13:00:00,282.48,70831
2020-05-04 14:00:00,283.68,134046
2020-05-05 08:00:00,288.15,77070
2020-05-05 09:00:00,287.96,92997
2020-05-05 10:00:00,288.86,64521
2020-05-05 11:00:00,288.4,56256
2020-05-05 12:00:00,288.74,52017
2020-05-05 13:00:00,289.23,54550
2020-05-05 14:00:00,286.2,216707
2020-05-06 08:00:00,286.36,63937
2020-05-06 09:00:00,287.17,109397
2020-05-06 10:00:00,286.12,79748
2020-05-06 11:00:00,286.63,49608
2020-05-06 12:00:00,287.01,52182
2020-05-06 13:00:00,286.26,61232
2020-05-06 14:00:00,284.29,155227
2020-05-07 08:00:00,288.63,80747
2020-05-07 09:00:00,287.62,84778
2020-05-07 10:00:00,289.44,87960
2020-05-07 11:00:00,289.25,60966
2020-05-07 12:00:00,288.82,47873
2020-05-07 13:00:00,288.06,58628
2020-05-07 14:00:00,287.7,140629
2020-05-08 08:00:00,290.8,59922
2020-05-08 09:00:00,290.84,78241
2020-05-08 10:00:00,291.73,62625
2020-05-08 11:00:00,291.94,39982
2020-05-08 12:00:00,291.11,50550
2020-05-08 13:00:00,291.66,50329
2020-05-08 14:00:00,292.46,161984
2020-05-11 08:00:00,290.48,71367
2020-05-11 09:00:00,290.88,92685
2020-05-11 10:00:00,291.95,59363
2020-05-11 11:00:00,292.98,59068
2020-05-11 12:00:00,293.36,56858
2020-05-11 13:00:00,293.49,64359
2020-05-11 14:00:00,292.55,139690
2020-05-12 08:00:00,292.28,78984
2020-05-12 09:00:00,292.53,91995
2020-05-12 10:00:00,292.51,58072
2020-05-12 11:00:00,292.51,40790
2020-05-12 12:00:00,291.48,67663
2020-05-12 13:00:00,291.04,75693
2020-05-12 14:00:00,286.61,260762
2020-05-13 08:00:00,284.85,112229
2020-05-13 09:00:00,284.75,146430
2020-05-13 10:00:00,281.87,167373
2020-05-13 11:00:00,281.73,191282
2020-05-13 12:00:00,280.78,80781
2020-05-13 13:00:00,279.67,97409
2020-05-13 14:00:00,281.67,280074
2020-05-14 08:00:00,276.89,140315
2020-05-14 09:00:00,279.87,195941
2020-05-14 10:00:00,279.77,163210
2020-05-14 11:00:00,282.41,99230
2020-05-14 12:00:00,282.09,92205
2020-05-14 13:00:00,282.18,88436
2020-05-14 14:00:00,285.05,206369
2020-05-15 08:00:00,283.85,99838
2020-05-15 09:00:00,282.91,122795
2020-05-15 10:00:00,283.14,81364
2020-05-15 11:00:00,284.13,69037
2020-05-15 12:00:00,285.0,63177
2020-05-15 13:00:00,284.61,81252
2020-05-15 14:00:00,286.26,188077
2020-05-18 08:00:00,293.28,129079
2020-05-18 09:00:00,294.53,102895
2020-05-18 10:00:00,295.04,113696
2020-05-18 11:00:00,294.81,68521
2020-05-18 12:00:00,295.59,60784
2020-05-18 13:00:00,295.68,74282
2020-05-18 14:00:00,295.0,241809
2020-05-19 08:00:00,294.65,74789
2020-05-19 09:00:00,295.28,98495
2020-05-19 10:00:00,295.46,64765
2020-05-19 11:00:00,295.22,40262
2020-05-19 12:00:00,295.5,32170
2020-05-19 13:00:00,294.04,83938
2020-05-19 14:00:00,292.01,267302
2020-05-20 08:00:00,296.61,70645
2020-05-20 09:00:00,297.09,93506
2020-05-20 10:00:00,297.58,62602
2020-05-20 11:00:00,296.89,73381
2020-05-20 12:00:00,296.5,57926
2020-05-20 13:00:00,297.11,69324
2020-05-20 14:00:00,296.96,145520
2020-05-21 08:00:00,297.13,63288
2020-05-21 09:00:00,295.83,92829
2020-05-21 10:00:00,294.87,108492
2020-05-21 11:00:00,294.93,66129
2020-05-21 12:00:00,295.19,61998
2020-05-21 13:00:00,294.72,60130
2020-05-21 14:00:00,294.78,147679
2020-05-22 08:00:00,294.28,60561
2020-05-22 09:00:00,293.46,79982
2020-05-22 10:00:00,293.98,43157
2020-05-22 11:00:00,294.43,32054
2020-05-22 12:00:00,294.75,44645
2020-05-22 13:00:00,295.04,44271
2020-05-22 14:00:00,295.42,124544
2020-05-26 08:00:00,300.84,87001
2020-05-26 09:00:00,301.3,88434
2020-05-26 10:00:00,300.41,91141
2020-05-26 11:00:00,301.03,53581
2020-05-26 12:00:00,301.11,38266
2020-05-26 13:00:00,301.04,47296
2020-05-26 14:00:00,299.16,193124
2020-05-27 08:00:00,299.89,100337
2020-05-27 09:00:00,298.04,143767
2020-05-27 10:00:00,299.55,111302
2020-05-27 11:00:00,300.17,71948
2020-05-27 12:00:00,300.36,56415
2020-05-27 13:00:00,301.74,79259
2020-05-27 14:00:00,303.48,196813
2020-05-28 08:00:00,304.16,78900
2020-05-28 09:00:00,305.09,82926
2020-05-28 10:00:00,305.55,77156
2020-05-28 11:00:00,306.25,67763
2020-05-28 12:00:00,306.47,49858
2020-05-28 13:00:00,305.97,66157
2020-05-28 14:00:00,302.96,255473
2020-05-29 08:00:00,302.23,73343
2020-05-29 09:00:00,301.03,98417
2020-05-29 10:00:00,301.67,85386
2020-05-29 11:00:00,301.63,82390
2020-05-29 12:00:00,301.13,50814
2020-05-29 13:00:00,303.57,159003
2020-05-29 14:00:00,304.05,278549
2020-06-01 08:00:00,304.21,69666
2020-06-01 09:00:00,305.07,68060
2020-06-01 10:00:00,305.0,46276
2020-06-01 11:00:00,305.5,32513
2020-06-01 12:00:00,305.91,35915
2020-06-01 13:00:00,305.98,37383
2020-06-01 14:00:00,305.58,96172
2020-06-02 08:00:00,306.27,58384
2020-06-02 09:00:00,306.39,88235
2020-06-02 10:00:00,305.86,75225
2020-06-02 11:00:00,306.41,35214
2020-06-02 12:00:00,307.06,45727
2020-06-02 13:00:00,306.79,54704
2020-06-02 14:00:00,308.12,179896
2020-06-03 08:00:00,310.57,86820
2020-06-03 09:00:00,311.01,86972
2020-06-03 10:00:00,311.72,76205
2020-06-03 11:00:00,311.22,61413
2020-06-03 12:00:00,311.36,36569
2020-06-03 13:00:00,312.13,72437
2020-06-03 14:00:00,312.21,189956
2020-06-04 08:00:00,312.09,63797
2020-06-04 09:00:00,312.77,90281
2020-06-04 10:00:00,311.53,90187
2020-06-04 11:00:00,310.5,63323
2020-06-04 12:00:00,311.51,60089
2020-06-04 13:00:00,310.15,65631
2020-06-04 14:00:00,311.31,151158
2020-06-05 08:00:00,317.65,126386
2020-06-05 09:00:00,319.15,124138
2020-06-05 10:00:00,320.32,159799
2020-06-05 11:00:00,320.13,93494
2020-06-05 12:00:00,320.07,70882
2020-06-05 13:00:00,319.7,117258
2020-06-05 14:00:00,319.28,239754
2020-06-08 08:00:00,320.79,95478
2020-06-08 09:00:00,320.73,94350
2020-06-08 10:00:00,320.85,62427
2020-06-08 11:00:00,320.84,33565
2020-06-08 12:00:00,321.76,50058
2020-06-08 13:00:00,322.07,52271
2020-06-08 14:00:00,323.25,163687
2020-06-09 08:00:00,319.76,66035
2020-06-09 09:00:00,321.37,109414
2020-06-09 10:00:00,320.62,70598
2020-06-09 11:00:00,321.42,41621
2020-06-09 12:00:00,321.97,48714
2020-06-09 13:00:00,321.71,66828
2020-06-09 14:00:00,320.81,153534
2020-06-10 08:00:00,320.29,70745
2020-06-10 09:00:00,318.7,103686
2020-06-10 10:00:00,319.71,87261
2020-06-10 11:00:00,320.23,47437
2020-06-10 12:00:00,319.95,38063
2020-06-10 13:00:00,319.93,192828
2020-06-10 14:00:00,319.01,169837
2020-06-11 08:00:00,311.65,168661
2020-06-11 09:00:00,309.1,151603
2020-06-11 10:00:00,308.01,160364
2020-06-11 11:00:00,304.23,223216
2020-06-11 12:00:00,304.72,157079
2020-06-11 13:00:00,301.77,230079
2020-06-11 14:00:00,300.59,509827
2020-06-12 08:00:00,307.63,133605
2020-06-12 09:00:00,302.68,206686
2020-06-12 10:00:00,305.22,257008
2020-06-12 11:00:00,303.79,127036
2020-06-12 12:00:00,298.88,165530
2020-06-12 13:00:00,302.1,202098
2020-06-12 14:00:00,304.27,324637
2020-06-15 08:00:00,299.96,121210
2020-06-15 09:00:00,300.93,150107
2020-06-15 10:00:00,301.92,113922
2020-06-15 11:00:00,304.37,87556
2020-06-15 12:00:00,304.06,87868
2020-06-15 13:00:00,306.73,217276
2020-06-15 14:00:00,307.03,226658
2020-06-16 08:00:00,314.54,116537
2020-06-16 09:00:00,309.44,219936
2020-06-16 10:00:00,312.26,255749
2020-06-16 11:00:00,313.48,115655
2020-06-16 12:00:00,312.69,64668
2020-06-16 13:00:00,313.07,105502
2020-06-16 14:00:00,312.93,208736
2020-06-17 08:00:00,312.66,62295
2020-06-17 09:00:00,312.82,127779
2020-06-17 10:00:00,313.1,59696
2020-06-17 11:00:00,313.54,45875
2020-06-17 12:00:00,313.68,44865
2020-06-17 13:00:00,313.06,56701
2020-06-17 14:00:00,311.56,170440
2020-06-18 08:00:00,310.78,64459
2020-06-18 09:00:00,312.21,93227
2020-06-18 10:00:00,310.92,55198
2020-06-18 11:00:00,311.39,41020
2020-06-18 12:00:00,311.85,28944
2020-06-18 13:00:00,310.53,80717
2020-06-18 14:00:00,311.74,177162
2020-06-19 08:00:00,312.96,91575
2020-06-19 09:00:00,312.28,77165
2020-06-19 10:00:00,311.69,62337
2020-06-19 11:00:00,310.42,187009
2020-06-19 12:00:00,307.89,93298
2020-06-19 13:00:00,309.42,124180
2020-06-19 14:00:00,308.58,196422
2020-06-22 08:00:00,308.51,78580
2020-06-22 09:00:00,308.16,87324
2020-06-22 10:00:00,309.1,57602
2020-06-22 11:00:00,310.5,58884
2020-06-22 12:00:00,310.45,37271
2020-06-22 13:00:00,310.96,55192
2020-06-22 14:00:00,310.66,155555
2020-06-23 08:00:00,312.98,56390
2020-06-23 09:00:00,312.78,76079
2020-06-23 10:00:00,313.82,59487
2020-06-23 11:00:00,313.67,38776
2020-06-23 12:00:00,314.18,49232
2020-06-23 13:00:00,313.36,50717
2020-06-23 14:00:00,312.03,164451
2020-06-24 08:00:00,307.75,78313
2020-06-24 09:00:00,306.48,141147
2020-06-24 10:00:00,303.46,215228
2020-06-24 11:00:00,305.24,124971
2020-06-24 12:00:00,303.86,86598
2020-06-24 13:00:00,303.7,98942
2020-06-24 14:00:00,304.11,264564
2020-06-25 08:00:00,302.98,91384
2020-06-25 09:00:00,303.96,120873
2020-06-25 10:00:00,303.84,91632
2020-06-25 11:00:00,304.66,67018
2020-06-25 12:00:00,304.57,46404
2020-06-25 13:00:00,304.27,58108
2020-06-25 14:00:00,307.27,196924
2020-06-26 08:00:00,305.23,69092
2020-06-26 09:00:00,301.51,191444
2020-06-26 10:00:00,302.6,106594
2020-06-26 11:00:00,301.83,80431
2020-06-26 12:00:00,301.79,61764
2020-06-26 13:00:00,300.47,125893
2020-06-26 14:00:00,300.01,280464
2020-06-29 08:00:00,300.59,90771
2020-06-29 09:00:00,302.58,114841
2020-06-29 10:00:00,302.69,67207
2020-06-29 11:00:00,303.35,47815
2020-06-29 12:00:00,303.63,39552
2020-06-29 13:00:00,302.93,52550
2020-06-29 14:00:00,304.43,149265
2020-06-30 08:00:00,304.79,64920
2020-06-30 09:00:00,306.56,101948
2020-06-30 10:00:00,306.79,65325
2020-06-30 11:00:00,306.31,68738
2020-06-30 12:00:00,306.52,46351
2020-06-30 13:00:00,307.42,63428
2020-06-30 14:00:00,308.72,326576
2020-07-01 08:00:00,309.81,75130
2020-07-01 09:00:00,310.6,92639
2020-07-01 10:00:00,310.26,62858
2020-07-01 11:00:00,310.78,62496
2020-07-01 12:00:00,310.74,37215
2020-07-01 13:00:00,310.91,51236
2020-07-01 14:00:00,310.58,129093
2020-07-02 08:00:00,315.37,67982
2020-07-02 09:00:00,312.91,100670
2020-07-02 10:00:00,313.61,61968
2020-07-02 11:00:00,313.71,40755
2020-07-02 12:00:00,313.76,39267
2020-07-02 13:00:00,314.09,50049
2020-07-02 14:00:00,312.18,153625
2020-07-06 08:00:00,316.72,51829
2020-07-06 09:00:00,316.9,83138
2020-07-06 10:00:00,316.44,44605
2020-07-06 11:00:00,316.48,33289
2020-07-06 12:00:00,316.63,30344
2020-07-06 13:00:00,315.99,44347
2020-07-06 14:00:00,316.99,127236
2020-07-07 08:00:00,315.99,78209
2020-07-07 09:00:00,316.83,72393
2020-07-07 10:00:00,316.73,46397
2020-07-07 11:00:00,316.37,40999
2020-07-07 12:00:00,316.2,50813
2020-07-07 13:00:00,315.53,97107
2020-07-07 14:00:00,313.71,213059
2020-07-08 08:00:00,316.1,50676
2020-07-08 09:00:00,315.39,55156
2020-07-08 10:00:00,314.14,82673
2020-07-08 11:00:00,314.92,40122
2020-07-08 12:00:00,313.86,40630
2020-07-08 13:00:00,314.57,43079
2020-07-08 14:00:00,316.13,111604
2020-07-09 08:00:00,316.1,53589
2020-07-09 09:00:00,311.94,125165
2020-07-09 10:00:00,312.24,147396
2020-07-09 11:00:00,313.51,73584
2020-07-09 12:00:00,313.39,51871
2020-07-09 13:00:00,314.88,43800
2020-07-09 14:00:00,314.42,152096
2020-07-10 08:00:00,314.01,58291
2020-07-10 09:00:00,315.1,85633
2020-07-10 10:00:00,315.85,47821
2020-07-10 11:00:00,315.83,47063
2020-07-10 12:00:00,316.51,38592
2020-07-10 13:00:00,316.92,42922
2020-07-10 14:00:00,317.64,116252
2020-07-13 08:00:00,319.59,55194
2020-07-13 09:00:00,321.65,81743
2020-07-13 10:00:00,321.72,66774
2020-07-13 11:00:00,321.65,44969
2020-07-13 12:00:00,321.92,49265
2020-07-13 13:00:00,320.41,125976
2020-07-13 14:00:00,314.8,307465
2020-07-14 08:00:00,313.89,99906
2020-07-14 09:00:00,314.82,123973
2020-07-14 10:00:00,316.0,80612
2020-07-14 11:00:00,315.31,47435
2020-07-14 12:00:00,316.34,66595
2020-07-14 13:00:00,317.4,85745
2020-07-14 14:00:00,318.9,200617
2020-07-15 08:00:00,321.88,91514
2020-07-15 09:00:00,322.24,94221
2020-07-15 10:00:00,319.75,103869
2020-07-15 11:00:00,321.07,77811
2020-07-15 12:00:00,321.1,46027
2020-07-15 13:00:00,320.92,72764
2020-07-15 14:00:00,321.87,141241
2020-07-16 08:00:00,319.73,64095
2020-07-16 09:00:00,319.88,76275
2020-07-16 10:00:00,319.8,54230
2020-07-16 11:00:00,319.7,32408
2020-07-16 12:00:00,319.93,34075
2020-07-16 13:00:00,319.38,42660
2020-07-16 14:00:00,320.81,116874
2020-07-17 08:00:00,321.31,39708
2020-07-17 09:00:00,321.01,66700
2020-07-17 10:00:00,321.39,35922
2020-07-17 11:00:00,321.21,27247
2020-07-17 12:00:00,321.24,33587
2020-07-17 13:00:00,322.01,52660
2020-07-17 14:00:00,321.67,129399
2020-07-20 08:00:00,321.13,58159
2020-07-20 09:00:00,322.49,68088
2020-07-20 10:00:00,322.86,32383
2020-07-20 11:00:00,323.02,32722
2020-07-20 12:00:00,323.71,34345
2020-07-20 13:00:00,323.78,36302
2020-07-20 14:00:00,324.34,123654
2020-07-21 08:00:00,326.71,64528
2020-07-21 09:00:00,326.4,76354
2020-07-21 10:00:00,326.01,45208
2020-07-21 11:00:00,326.29,33012
2020-07-21 12:00:00,326.52,27215
2020-07-21 13:00:00,326.42,29889
2020-07-21 14:00:00,324.96,146798
2020-07-22 08:00:00,325.71,50728
2020-07-22 09:00:00,325.2,49460
2020-07-22 10:00:00,325.6,36711
2020-07-22 11:00:00,325.87,30889
2020-07-22 12:00:00,324.77,31341
2020-07-22 13:00:00,325.76,47434
2020-07-22 14:00:00,326.82,135005
2020-07-23 08:00:00,326.99,43544
2020-07-23 09:00:00,326.26,62755
2020-07-23 10:00:00,326.64,43654
2020-07-23 11:00:00,325.27,61804
2020-07-23 12:00:00,323.57,72358
2020-07-23 13:00:00,322.95,118516
2020-07-23 14:00:00,322.93,171901
2020-07-24 08:00:00,320.6,76888
2020-07-24 09:00:00,321.78,86742
2020-07-24 10:00:00,321.33,50868
2020-07-24 11:00:00,320.25,50732
2020-07-24 12:00:00,320.54,54665
2020-07-24 13:00:00,320.79,48018
2020-07-24 14:00:00,320.85,113335
2020-07-27 08:00:00,322.62,50208
2020-07-27 09:00:00,322.6,57337
2020-07-27 10:00:00,321.9,39494
2020-07-27 11:00:00,322.37,21685
2020-07-27 12:00:00,322.49,21919
2020-07-27 13:00:00,322.38,33155
2020-07-27 14:00:00,323.19,93872
2020-07-28 08:00:00,321.89,38880
2020-07-28 09:00:00,322.81,48653
2020-07-28 10:00:00,322.93,42365
2020-07-28 11:00:00,323.02,30810
2020-07-28 12:00:00,323.52,29355
2020-07-28 13:00:00,323.0,39451
2020-07-28 14:00:00,321.19,127891
2020-07-29 08:00:00,322.81,30293
2020-07-29 09:00:00,323.75,34809
2020-07-29 10:00:00,323.67,35958
2020-07-29 11:00:00,323.96,31238
2020-07-29 12:00:00,324.03,22938
2020-07-29 13:00:00,324.54,58813
2020-07-29 14:00:00,325.09,125840
2020-07-30 08:00:00,320.13,60308
2020-07-30 09:00:00,321.4,96161
2020-07-30 10:00:00,322.73,59348
2020-07-30 11:00:00,323.57,47525
2020-07-30 12:00:00,323.72,44514
2020-07-30 13:00:00,323.92,46461
2020-07-30 14:00:00,323.98,86655
2020-07-31 08:00:00,324.74,61273
2020-07-31 09:00:00,323.3,86345
2020-07-31 10:00:00,323.24,63437
2020-07-31 11:00:00,321.71,62529
2020-07-31 12:00:00,322.58,39095
2020-07-31 13:00:00,323.88,57071
2020-07-31 14:00:00,326.53,193530
2020-08-03 08:00:00,328.35,43968
2020-08-03 09:00:00,328.22,62951
2020-08-03 10:00:00,329.06,38712
2020-08-03 11:00:00,328.9,27734
2020-08-03 12:00:00,329.08,22637
2020-08-03 13:00:00,329.47,41346
