assets,liabilities,income,credit_score,mortgage,status
0.4085567840697757,0.7561085854828931,0.7688783663292535,0.06540375580628549,0.28970333129904124,approve
0.533648332431288,0.3506881457218309,0.8455872607630137,0.43287198614255973,0.47735775171268635,approve
0.5460064163021802,0.43199336490682755,0.6617198165497082,0.6042001193479015,0.5752846174823847,deny
0.40773813917669127,0.3434721787363728,0.6211589875376244,0.5495572679337135,0.4177021699340738,approve
0.3837007878013164,0.3293478150594714,0.4570819498283102,0.7247575760920806,0.4685956713138647,approve
0.40231643079260243,0.44511169702811987,0.5823940634821969,0.5122708169126735,0.4160073116940091,deny
0.2732202189314398,1.0,0.5288839896475833,0.0,0.19123068511795827,approve
1.0,0.6496549898111845,1.0,0.5960496515275553,1.0,deny
0.37694081638986265,0.5625196125501464,0.46388049044938356,0.5329863536026599,0.42466686586986013,approve
0.48917283462358596,0.29862391096702867,0.7515053749969661,0.5288548874066746,0.47032119214504825,approve
0.4791219660741248,0.31800984498740054,0.6999953960793106,0.562867253165438,0.4796689395482721,deny
0.36456380957690115,0.6100731482947017,0.49138949085542016,0.44953197788371224,0.3875651800150718,approve
0.2504967221989418,0.32476902743848973,0.5976156409244976,0.39903803050726216,0.21622516282893955,deny
0.6510092073137221,0.4082328142321688,0.8197070839666092,0.5637916546062132,0.6436033198176279,deny
0.45491438556691355,0.2959106166961393,0.7352320914681497,0.5082117920969985,0.4318105795050119,deny
0.36094479327127515,0.8232948624928196,0.5424508340447569,0.2242850425029479,0.32850436482249057,approve
0.11441961040226287,0.1071737086642372,0.6195636119810864,0.37030020466364466,0.047718971743152705,deny
0.30927643295190516,0.6924330148601852,0.48372996650918887,0.3289529796947859,0.30449328390088953,approve
0.5491526510825551,0.30158846832949376,0.6518688358036542,0.7178262509714162,0.6020043371553314,approve
0.4481871927299407,0.21765113313468534,0.3886699139872514,0.9686093014351829,0.606231199796262,approve
