date,open,high,low,close,average
2014-10-30,0.19027185,0.19524057,0.17023822,0.17333375,0.19524057
2014-10-31,0.17039697,0.1716193,0.16318994,0.16690458,0.1716193
2014-11-03,0.17679439,0.18215998,0.17622291,0.17888983,0.18215998
2014-11-04,0.18924001,0.18924001,0.17803261,0.17979468,0.18924001
2014-11-05,0.17855646,0.19068459,0.17776274,0.1871287,0.19068459
2014-11-06,0.18731919,0.19235141,0.18657309,0.19031947,0.19235141
2014-11-07,0.18922413,0.1920498,0.18319182,0.18319182,0.1920498
2014-11-10,0.18927176,0.19170056,0.16690458,0.16990486,0.19170056
2014-11-11,0.17147643,0.17368299,0.16519013,0.16814279,0.17368299
2014-11-12,0.16780942,0.17377824,0.16746018,0.17123832,0.17377824
2014-11-13,0.16977786,0.18365218,0.16977786,0.18084239,0.18365218
2014-11-14,0.18084239,0.18411254,0.17460371,0.17588955,0.18411254
2014-11-17,0.18458878,0.19401824,0.18458878,0.18954162,0.19401824
2014-11-18,0.18754144,0.19239904,0.18254097,0.19044647,0.19239904
2014-11-19,0.19106558,0.19712964,0.18323944,0.18514439,0.19712964
2014-11-20,0.18985911,0.18989086,0.18189011,0.18238222,0.18989086
2014-11-21,0.17631816,0.17895333,0.1708732,0.17215904,0.17895333
2014-11-24,0.17703251,0.17931844,0.16552349,0.16552349,0.17931844
2014-11-25,0.16590448,0.16669821,0.15955468,0.16187236,0.16669821
2014-11-26,0.16395192,0.16580923,0.15847521,0.15857046,0.16580923
2014-11-28,0.16387254,0.16655534,0.15906257,0.1605389,0.16655534
2014-12-01,0.17152406,0.17800086,0.16747606,0.16957149,0.17800086
2014-12-02,0.16947625,0.17385761,0.16538062,0.16623785,0.17385761
2014-12-03,0.16496789,0.16823803,0.1629042,0.16417416,0.16823803
2014-12-04,0.16723794,0.17355599,0.16723794,0.16977786,0.17355599
2014-12-05,0.17401636,0.17674677,0.17085733,0.17415923,0.17674677
2014-12-08,0.18604923,0.1911132,0.17722301,0.18879552,0.1911132
2014-12-09,0.19828848,0.20760681,0.18260446,0.18260446,0.20760681
2014-12-10,0.18400142,0.20371756,0.18098526,0.20370168,0.20371756
2014-12-11,0.2023841,0.20398743,0.19177993,0.20039979,0.20398743
2014-12-12,0.20932126,0.22348132,0.20117764,0.22348132,0.22348132
2014-12-15,0.22862466,0.25942121,0.22792618,0.25365876,0.25942121
2014-12-16,0.25991332,0.28412194,0.25924659,0.28412194,0.28412194
2014-12-17,0.2855189,0.29120197,0.2667711,0.2676442,0.29120197
2014-12-18,0.26432643,0.26564401,0.24200687,0.25129346,0.26564401
2014-12-19,0.2515157,0.25850049,0.23562532,0.23745089,0.25850049
2014-12-22,0.26531065,0.26531065,0.24811856,0.24935677,0.26531065
2014-12-23,0.25465886,0.25534146,0.24489603,0.24748358,0.25534146
2014-12-24,0.25373813,0.25988157,0.25354764,0.25754802,0.25988157
2014-12-26,0.26902528,0.27247005,0.26111978,0.26115153,0.27247005
2014-12-29,0.27678792,0.28042318,0.27031112,0.27372414,0.28042318
2014-12-30,0.27439087,0.2791056,0.26989838,0.27077148,0.2791056
2014-12-31,0.27223194,0.28351871,0.27210494,0.28193126,0.28351871
2015-01-02,0.28226462,0.29328153,0.28226462,0.28475692,0.29328153
2015-01-05,0.29293229,0.30117116,0.28709047,0.29645643,0.30117116
2015-01-06,0.28891604,0.30828294,0.28696348,0.30096479,0.30828294
2015-01-07,0.30028219,0.3065685,0.29690092,0.29988533,0.3065685
2015-01-08,0.29671043,0.30288561,0.28491567,0.2870746,0.30288561
2015-01-09,0.28858268,0.29247193,0.28242337,0.28350284,0.29247193
2015-01-12,0.28899542,0.29571033,0.28586814,0.28780483,0.29571033
2015-01-13,0.28651899,0.28967802,0.27127946,0.27775626,0.28967802
2015-01-14,0.2806613,0.28702698,0.27870873,0.28286786,0.28702698
2015-01-15,0.28070892,0.2845188,0.27720066,0.28051843,0.2845188
2015-01-16,0.27923259,0.28077242,0.26562814,0.26562814,0.28077242
2015-01-20,0.26472329,0.26843793,0.25740515,0.25927834,0.26843793
2015-01-21,0.25972282,0.26265961,0.2459755,0.24851542,0.26265961
2015-01-22,0.24578501,0.24949964,0.23326002,0.23930821,0.24949964
2015-01-23,0.23873672,0.24070516,0.22857704,0.23237105,0.24070516
2015-01-26,0.23738739,0.24972188,0.23614918,0.24307046,0.24972188
2015-01-27,0.24880116,0.26502491,0.24880116,0.26169126,0.26502491
2015-01-28,0.25832587,0.27126359,0.2573099,0.26707272,0.27126359
2015-01-29,0.26807281,0.27813725,0.26399307,0.26812044,0.27813725
2015-01-30,0.26681873,0.26681873,0.18460465,0.19511358,0.26681873
2015-02-02,0.19614542,0.22416393,0.19614542,0.20581299,0.22416393
2015-02-03,0.20284446,0.21457572,0.19970131,0.20103477,0.21457572
2015-02-04,0.20044741,0.20209836,0.1959073,0.19981243,0.20209836
2015-02-05,0.19981243,0.2006379,0.18701758,0.18701758,0.2006379
2015-02-06,0.18695408,0.18708108,0.17930257,0.18519201,0.18708108
2015-02-09,0.18681121,0.19543107,0.18508089,0.18765256,0.19543107
2015-02-10,0.18711282,0.18963687,0.17334963,0.17538156,0.18963687
2015-02-11,0.17628641,0.19398649,0.17628641,0.1886844,0.19398649
2015-02-12,0.18925588,0.18925588,0.17938194,0.18054078,0.18925588
2015-02-13,0.18076302,0.181525,0.16736494,0.16736494,0.181525
2015-02-17,0.17287339,0.17715951,0.17173043,0.17434972,0.17715951
2015-02-18,0.17360362,0.18073127,0.17338137,0.17949306,0.18073127
2015-02-19,0.17887395,0.18003279,0.17287339,0.173302,0.18003279
2015-02-20,0.17482596,0.18514439,0.17209554,0.17347662,0.18514439
2015-02-23,0.17454021,0.18454115,0.17454021,0.17788974,0.18454115
2015-02-24,0.17766749,0.18049315,0.1716828,0.17173043,0.18049315
2015-02-25,0.17107957,0.17220666,0.16149137,0.16658709,0.17220666
2015-02-26,0.16655534,0.17742937,0.16074527,0.17469896,0.17742937
2015-02-27,0.17514345,0.17739763,0.16706332,0.16887301,0.17739763
2015-03-02,0.1686349,0.17981055,0.1686349,0.17979468,0.17981055
2015-03-03,0.17954068,0.18689058,0.17954068,0.18076302,0.18689058
2015-03-04,0.1805884,0.18725569,0.1766674,0.18298545,0.18725569
2015-03-05,0.18289021,0.25905609,0.1791597,0.18000104,0.25905609
2015-03-06,0.17976293,0.19082746,0.17976293,0.18519201,0.19082746
2015-03-09,0.18501739,0.1917958,0.18271559,0.18274733,0.1917958
2015-03-10,0.18269971,0.20224123,0.18269971,0.20155863,0.20224123
2015-03-11,0.201511,0.20308258,0.19416111,0.20173325,0.20308258
2015-03-12,0.20206661,0.20341594,0.19501833,0.1950977,0.20341594
2015-03-13,0.19824085,0.21370262,0.19824085,0.20152688,0.21370262
2015-03-16,0.21781412,0.22787856,0.21781412,0.22194149,0.22787856
2015-03-17,0.22410043,0.23387912,0.22410043,0.22649748,0.23387912
2015-03-18,0.22865641,0.24151476,0.22865641,0.23335527,0.24151476
2015-03-19,0.23511734,0.23776838,0.23197418,0.23252979,0.23776838
2015-03-20,0.23210118,0.23335527,0.21659179,0.21803637,0.23335527
2015-03-23,0.21622667,0.22625936,0.21622667,0.22287809,0.22625936
2015-03-24,0.22244948,0.22775156,0.2209414,0.22356069,0.22775156
2015-03-25,0.22335433,0.23695878,0.22251298,0.23695878,0.23695878
2015-03-26,0.23668891,0.25677016,0.23668891,0.24224499,0.25677016
2015-03-27,0.24203862,0.25162682,0.24203862,0.24748358,0.25162682
2015-03-30,0.24437217,0.25162682,0.24246723,0.24283235,0.25162682
2015-03-31,0.24237199,0.24973776,0.24237199,0.24535639,0.24973776
2015-04-01,0.24500715,0.25132521,0.24467379,0.24838842,0.25132521
2015-04-02,0.24802331,0.25491285,0.24641999,0.25208718,0.25491285
2015-04-06,0.26299297,0.26389782,0.25440486,0.25654792,0.26389782
2015-04-07,0.25591294,0.25748452,0.24945202,0.25099184,0.25748452
2015-04-08,0.25038861,0.25038861,0.2426101,0.2466581,0.25038861
2015-04-09,0.24605487,0.24932502,0.24197512,0.24216562,0.24932502
2015-04-10,0.24159414,0.2451024,0.23751439,0.23824461,0.2451024
2015-04-13,0.23399025,0.24156239,0.23326002,0.23497447,0.24156239
2015-04-14,0.23430774,0.24845192,0.23430774,0.24557864,0.24845192
2015-04-15,0.24492778,0.25330952,0.24443567,0.246039,0.25330952
2015-04-16,0.24541989,0.25354764,0.24330858,0.24637236,0.25354764
2015-04-17,0.24573738,0.26096103,0.24573738,0.25950058,0.26096103
2015-04-20,0.25476998,0.26380257,0.23578407,0.24011781,0.26380257
2015-04-21,0.23946695,0.25437311,0.23914946,0.25427787,0.25437311
2015-04-22,0.25345239,0.26169126,0.25051561,0.25634155,0.26169126
2015-04-23,0.25557958,0.26680285,0.24613424,0.25440486,0.26680285
2015-04-24,0.25296028,0.25296028,0.16977786,0.18635085,0.25296028
2015-04-28,0.193669,0.19555806,0.18339819,0.18554125,0.19555806
2015-04-29,0.18549362,0.19014486,0.1766674,0.18162024,0.19014486
2015-04-30,0.1815885,0.20433667,0.17933432,0.20370168,0.20433667
2015-05-01,0.20373343,0.20373343,0.18692233,0.18804942,0.20373343
2015-05-04,0.18816054,0.19695502,0.18816054,0.18882727,0.19695502
2015-05-05,0.18903364,0.1993362,0.18903364,0.1993362,0.1993362
2015-05-06,0.19939969,0.20579712,0.19651053,0.20101889,0.20579712
2015-05-07,0.20103477,0.20579712,0.19130369,0.19674865,0.20579712
2015-05-08,0.19679627,0.19679627,0.17487358,0.1759213,0.19679627
2015-05-11,0.17735,0.18465228,0.17735,0.17841359,0.18465228
2015-05-12,0.17879458,0.19685977,0.17879458,0.19208155,0.19685977
2015-05-13,0.19206567,0.19225616,0.1838903,0.18400142,0.19225616
2015-05-14,0.18416017,0.18443003,0.17212729,0.17569905,0.18443003
2015-05-15,0.17581017,0.18182661,0.16980961,0.16980961,0.18182661
2015-05-18,0.17141294,0.17863584,0.1637773,0.16420591,0.17863584
2015-05-19,0.16444403,0.17409573,0.16339631,0.17198442,0.17409573
2015-05-20,0.17231778,0.17820723,0.1678888,0.17020647,0.17820723
2015-05-21,0.16946037,0.17639753,0.16650771,0.16671408,0.17639753
2015-05-22,0.16692045,0.17060334,0.16471389,0.16498376,0.17060334
2015-05-26,0.16634897,0.18870028,0.16634897,0.1861921,0.18870028
2015-05-27,0.1861286,0.1861286,0.17284164,0.17285752,0.1861286
2015-05-28,0.17373061,0.19778049,0.16980961,0.17041284,0.19778049
2015-05-29,0.17007948,0.17311151,0.16930163,0.16990486,0.17311151
2015-06-01,0.16968261,0.20963875,0.16968261,0.17192092,0.20963875
2015-06-02,0.17190505,0.24110203,0.16504726,0.16861902,0.24110203
2015-06-03,0.16865077,0.30529854,0.16342806,0.16517425,0.30529854
2015-06-04,0.16517425,0.21219455,0.16517425,0.17482596,0.21219455
2015-06-05,0.17479421,0.28175664,0.17127007,0.17225428,0.28175664
2015-06-08,0.17223841,0.18260446,0.17223841,0.17438147,0.18260446
2015-06-09,0.17425447,0.18341406,0.17279402,0.17314326,0.18341406
2015-06-10,0.17300039,0.17495295,0.15825297,0.15893557,0.17495295
2015-06-11,0.15957055,0.16495201,0.15957055,0.16179298,0.16495201
2015-06-12,0.16504726,0.17190505,0.16504726,0.1693175,0.17190505
2015-06-15,0.18390617,0.21868722,0.18390617,0.20443191,0.21868722
2015-06-16,0.2065591,0.24686447,0.20543201,0.20608286,0.24686447
2015-06-17,0.20806717,0.2129089,0.20263809,0.2031937,0.2129089
2015-06-18,0.20486052,0.20714645,0.15425259,0.1990822,0.20714645
2015-06-19,0.19993943,0.20362231,0.18741444,0.19144656,0.20362231
2015-06-22,0.1993362,0.20905139,0.1993362,0.20181262,0.20905139
2015-06-23,0.20271747,0.21071822,0.20271747,0.21068647,0.21071822
2015-06-24,0.21124208,0.21852848,0.21124208,0.21717914,0.21852848
2015-06-25,0.21741726,0.22578313,0.2161473,0.2201318,0.22578313
2015-06-26,0.21962382,0.22446554,0.21962382,0.2243068,0.22446554
2015-06-29,0.2210684,0.25027749,0.2210684,0.25021399,0.25027749
2015-06-30,0.24945202,0.25086485,0.24494366,0.24673748,0.25086485
2015-07-01,0.24608662,0.2475312,0.24132427,0.24164176,0.2475312
2015-07-02,0.24107028,0.24207037,0.23118046,0.23260916,0.24207037
2015-07-06,0.23964157,0.23964157,0.22925964,0.23446648,0.23964157
2015-07-07,0.23367276,0.24489603,0.23367276,0.23502209,0.24489603
2015-07-08,0.23437123,0.24837255,0.23437123,0.24534052,0.24837255
2015-07-09,0.24462617,0.2467851,0.23899072,0.23965745,0.2467851
2015-07-10,0.23905421,0.23905421,0.22884691,0.23326002,0.23905421
2015-07-13,0.22992637,0.23356163,0.21892534,0.22010005,0.23356163
2015-07-14,0.2193857,0.22918027,0.21905233,0.22514815,0.22918027
2015-07-15,0.22454491,0.2323393,0.21760775,0.21778237,0.2323393
2015-07-16,0.21725851,0.2458485,0.21716327,0.24013368,0.2458485
2015-07-17,0.2393717,0.2393717,0.19844722,0.21967144,0.2393717
2015-07-20,0.21306764,0.21306764,0.20203486,0.20514627,0.21306764
2015-07-21,0.20506689,0.22108427,0.20506689,0.21616317,0.22108427
2015-07-22,0.2160838,0.22114777,0.21351213,0.2200683,0.22114777
2015-07-23,0.21994131,0.23913359,0.21827448,0.23751439,0.23913359
2015-07-24,0.23702228,0.25191257,0.23657779,0.24408643,0.25191257
2015-07-27,0.2426736,0.25127759,0.23554595,0.23646667,0.25127759
2015-07-28,0.23622855,0.24399119,0.2282913,0.2282913,0.24399119
2015-07-29,0.2283548,0.31172771,0.20684484,0.20747982,0.31172771
2015-07-30,0.20746394,0.29244018,0.19932032,0.20084427,0.29244018
2015-07-31,0.20086015,0.20813067,0.19759,0.19900283,0.20813067
2015-08-03,0.19879646,0.20532088,0.1960978,0.20098714,0.20532088
2015-08-04,0.20108239,0.2057495,0.19644703,0.20365406,0.2057495
2015-08-05,0.20376518,0.21013086,0.19984418,0.20519389,0.21013086
2015-08-06,0.20527326,0.22452904,0.20359056,0.21949682,0.22452904
2015-08-07,0.21951269,0.22970413,0.21951269,0.22354482,0.22970413
2015-08-10,0.22435442,0.22887865,0.22157638,0.2249259,0.22887865
2015-08-11,0.22503702,0.24067341,0.22503702,0.22998987,0.24067341
2015-08-12,0.22986287,0.26164364,0.22986287,0.24576913,0.26164364
2015-08-13,0.24578501,0.24578501,0.2248624,0.23008512,0.24578501
2015-08-14,0.23046611,0.2322758,0.2168934,0.21711564,0.2322758
2015-08-17,0.21959207,0.2329584,0.21959207,0.22078266,0.2329584
2015-08-18,0.22129064,0.31114035,0.22129064,0.22257647,0.31114035
2015-08-19,0.22295746,0.2323393,0.21924283,0.22246535,0.2323393
2015-08-20,0.22283047,0.25540496,0.22283047,0.24986475,0.25540496
2015-08-21,0.24981713,0.3049493,0.24981713,0.30275861,0.3049493
2015-08-24,0.30012345,0.48531545,0.30012345,0.39376717,0.48531545
2015-08-25,0.39235434,0.39235434,0.32653863,0.37694019,0.39235434
2015-08-26,0.37640046,0.38429009,0.33599983,0.33599983,0.38429009
2015-08-27,0.33580934,0.3378889,0.30182202,0.31410889,0.3378889
2015-08-28,0.31398189,0.31398189,0.29618657,0.30785433,0.31398189
2015-08-31,0.3048223,0.32907855,0.3033301,0.322443,0.32907855
2015-09-01,0.32204614,0.37219371,0.32204614,0.37219371,0.37219371
2015-09-02,0.37162223,0.37162223,0.31666468,0.31737904,0.37162223
2015-09-03,0.31725204,0.31725204,0.29029713,0.31012439,0.31725204
2015-09-04,0.30998152,0.32474481,0.30998152,0.31483911,0.32474481
2015-09-08,0.31010851,0.31010851,0.28929703,0.28978914,0.31010851
2015-09-09,0.28966215,0.28966215,0.25953233,0.27289866,0.28966215
2015-09-10,0.27691492,0.28294723,0.26573926,0.27443849,0.28294723
2015-09-11,0.27875636,0.28421719,0.2749941,0.2765498,0.28421719
2015-09-14,0.29707554,0.31185471,0.29707554,0.30863218,0.31185471
2015-09-15,0.31153722,0.31153722,0.28529666,0.28961452,0.31153722
2015-09-16,0.29248781,0.29961546,0.28213763,0.28475692,0.29961546
2015-09-17,0.28688411,0.29188458,0.26653299,0.27789913,0.29188458
2015-09-18,0.27886748,0.29631356,0.27886748,0.29631356,0.29631356
2015-09-21,0.29698029,0.30153628,0.28388382,0.28883667,0.30153628
2015-09-22,0.28912241,0.33422189,0.28912241,0.32780859,0.33422189
2015-09-23,0.32787209,0.33074537,0.32187152,0.32498293,0.33074537
2015-09-24,0.32496705,0.34647701,0.32496705,0.33887312,0.34647701
2015-09-25,0.33771428,0.35971635,0.33771428,0.35236645,0.35971635
2015-09-28,0.3461119,0.4098163,0.3461119,0.38573467,0.4098163
2015-09-29,0.38438533,0.40232353,0.37068563,0.39951374,0.40232353
2015-09-30,0.39813266,0.39813266,0.36401834,0.36422471,0.39813266
2015-10-01,0.3629865,0.37897213,0.3622404,0.37368592,0.37897213
2015-10-02,0.37230483,0.37695606,0.35254107,0.35616046,0.37695606
2015-10-05,0.35500162,0.36009734,0.34446095,0.34539754,0.36009734
