date,open,high,low,close,volume
3/12/2019,165.2,166.16,164.89,165.69,76050
3/13/2019,165.92,167.22,165.92,166.53,72867
3/14/2019,166.63,166.93,166.2,166.61,55561
3/15/2019,167.11,169.28,166.98,168.76,77644
3/18/2019,168.66,169.51,168.27,169.11,108397
3/19/2019,169.94,170.22,169,169.74,56303
3/20/2019,169.52,170.65,168.42,169.34,176227
3/21/2019,169.69,173.57,169.69,173.39,57698
3/22/2019,172.38,172.79,169.23,169.23,46916
3/25/2019,168.86,169.34,167.68,168.5,54253
3/26/2019,170.1,171.09,168.76,169.61,48621
3/27/2019,170.01,170.09,167.48,168.76,45022
3/28/2019,169.31,170,168.67,169.56,75033
3/29/2019,170.61,171.07,169.92,171.07,45335
4/1/2019,172.49,173.51,171.91,173.34,56093
4/2/2019,173.6,174.57,173.05,174.57,78149
4/3/2019,175.06,176.36,174.98,175.65,411668
4/4/2019,175.49,175.95,174.25,175.09,48339
4/5/2019,175.51,175.87,175.21,175.8,44572
4/8/2019,175.31,176.42,174.73,176.42,50187
4/9/2019,175.67,175.76,174.74,174.96,1890832
4/10/2019,175.21,176.33,175.21,176.22,227000
4/11/2019,176.35,176.46,175.42,175.66,213571
4/12/2019,176.77,177.34,176.25,177.34,67323
4/15/2019,177.37,177.6,176.36,177.1,75611
4/16/2019,177.75,178.24,177.4,178.03,125266
4/17/2019,179.11,179.42,178.43,179.27,102780
4/18/2019,179.15,179.59,178.4,179.57,66827
4/22/2019,178.58,179.62,178.58,179.47,47964
4/23/2019,179.73,181.43,179.71,181.42,82040
4/24/2019,181.43,182.1,181.21,181.46,70229
4/25/2019,182.04,182.22,180.4,181.09,55544
4/26/2019,180.18,180.55,178.96,180.52,67888
4/29/2019,180.87,181.3,180.58,180.97,72868
4/30/2019,180.77,181.41,179.9,181.15,57365
5/1/2019,182.8,183.31,180.52,180.77,76483
5/2/2019,180.29,181.54,178.83,179.61,99694
5/3/2019,180.36,181.47,180.18,181.33,31909
5/6/2019,176.91,179.97,176.74,179.57,53933
5/7/2019,177.8,178.3,174.63,175.78,92360
5/8/2019,175.52,177.26,175.34,176.04,70492
5/9/2019,173.47,174.73,171.76,174.25,57820
5/10/2019,173.52,175.53,171.23,175.22,36338
5/13/2019,170.19,171.06,168.2,168.57,96039
5/14/2019,169.68,172.38,169.68,171.64,73158
5/15/2019,170.3,173.64,170.3,173.34,48924
5/16/2019,173.11,175.61,173.05,174.83,706422
5/17/2019,172.81,175.17,172.72,172.72,46283
5/20/2019,170.43,171.39,169.41,169.83,74066
5/21/2019,172.04,172.78,171.69,172.45,70109
5/22/2019,171.45,172.33,171.35,171.58,65917
5/23/2019,169.48,169.48,167.71,168.51,104380
5/24/2019,169.7,170.3,168.7,168.78,50425
5/28/2019,169.34,170.22,167.76,167.76,206841
5/29/2019,166.79,167.46,165.95,166.5,63137
5/30/2019,167.46,168.44,167.16,168.31,79824
5/31/2019,166.22,166.96,165.48,165.48,41335
6/3/2019,166.33,166.97,162.72,163.5,72571
6/4/2019,165.15,168.31,164.46,168.31,142005
6/5/2019,170.14,170.33,168.44,170.17,59401
6/6/2019,170.23,171.94,169.74,171.67,48966
6/7/2019,172.41,175.55,172.41,175.01,59039
6/10/2019,176.1,177.81,175.8,176.54,43848
6/11/2019,178.15,178.2,175.78,176.5,41112
6/12/2019,175.81,175.92,175.27,175.32,46352
6/13/2019,176.09,176.31,175.22,175.65,58452
6/14/2019,174.19,174.74,173.57,174.01,42627
6/17/2019,173.23,174.02,173.07,173.16,35094
6/18/2019,174.87,177.14,174.81,176.77,54460
6/19/2019,177.21,177.7,176.3,177.43,133672
6/20/2019,180.13,180.49,178.9,180.26,64927
6/21/2019,179.66,180.56,179.25,179.39,66525
6/24/2019,179.57,180.06,179.37,179.43,53524
6/25/2019,179.47,179.47,176.41,176.64,53274
6/26/2019,178.05,179.25,178.05,178.38,282241
6/27/2019,178.92,179.45,178.64,179.16,58445
6/28/2019,179.63,179.65,178.86,179.53,26128
7/1/2019,182.9,183.31,181.32,182.28,49043
7/2/2019,181.88,182.58,181.64,182.58,179683
7/3/2019,182.53,183.34,182.23,183.28,78865
7/5/2019,181.7,182.74,180.92,182.42,41389
7/8/2019,181.07,181.8,180.53,181.15,58882
7/9/2019,180.37,181.77,180.37,181.6,92624
7/10/2019,182.83,184.05,182.83,183.32,39406
7/11/2019,183.83,184.41,183.33,183.72,42602
7/12/2019,184.13,185.03,184,185.03,24854
7/15/2019,185.45,185.66,185.13,185.66,28384
7/16/2019,185.23,185.46,183.81,183.92,62845
7/17/2019,184.33,184.58,183.63,183.63,28440
7/18/2019,182.91,184.9,182.91,184.9,47384
7/19/2019,186.25,186.25,183.79,183.79,33435
7/22/2019,184.8,186.35,184.76,186.23,31735
7/23/2019,186.86,187.04,185.91,186.93,72732
7/24/2019,186.81,188.59,186.81,188.59,68957
7/25/2019,187.98,188.18,186.7,186.85,41479
7/26/2019,187.55,188.23,187.55,188.04,39629
7/29/2019,187.79,188.36,186.29,187.43,45471
7/30/2019,186.23,186.9,185.86,186.04,36518
7/31/2019,186.96,187,181.83,183.5,43955
8/1/2019,184.12,187.45,181.78,182.8,40866
8/2/2019,181.32,181.32,178.53,179.51,45204
8/5/2019,175.25,175.25,171.33,172.67,61844
8/6/2019,174.85,175.88,173.67,175.24,173734
8/7/2019,173.6,176.89,172.71,176.65,60377
8/8/2019,177.71,180.56,177.38,180.56,61716
8/9/2019,179.26,179.4,177.23,178.11,39735
8/12/2019,177.22,177.68,175.64,176.06,34241
8/13/2019,177.22,177.68,175.64,176.06,2
8/14/2019,176.94,177.29,174.41,174.46,47679
8/15/2019,175.03,175.19,173.41,174.63,32335
8/16/2019,176.4,178.01,176.4,177.73,38760
8/19/2019,180.13,180.56,179.28,180.01,50985
8/20/2019,180.05,180.75,179.4,179.58,41228
8/21/2019,181.28,182.02,181,181.65,36514
8/22/2019,181.66,181.98,179.54,180.6,33785
8/23/2019,179.79,181.2,174.65,175.26,44995
8/26/2019,177.34,177.74,176.22,177.56,56077
8/27/2019,178.62,179.05,176.64,177.59,47807
8/28/2019,176.7,177.79,175.82,177.5,28997
8/29/2019,179.52,180.82,179.08,180.19,41773
8/30/2019,181.61,181.61,179.48,180.61,37428
9/3/2019,179.11,179.43,177.97,178.59,879216
9/4/2019,180.44,181.8,180.44,181.8,48997
9/5/2019,184.42,186.24,184.42,185.83,59606
9/6/2019,186.21,186.26,185.44,185.59,46443
9/9/2019,186.63,186.63,183.76,184.57,32161
9/10/2019,183.76,183.77,181.91,183.69,42042
9/11/2019,184.4,185.67,183.96,185.67,44202
9/12/2019,186.7,188,186.26,186.89,47172
9/13/2019,186.57,186.57,185.63,185.71,42475
9/16/2019,184.18,185.18,183.94,184.79,88348
9/17/2019,184.91,185.73,184.73,185.71,52150
9/18/2019,185.65,185.91,183.74,185.7,35200
9/19/2019,186.5,187.79,186.22,186.42,33663
9/20/2019,186.71,186.87,184.14,184.29,40432
9/23/2019,184.13,185.25,183.83,184.62,31349
9/24/2019,185.86,186.4,182.52,183.02,53252
9/25/2019,182.77,185.28,181.47,185,44088
9/26/2019,184.86,185.72,183.85,185.31,37346
9/27/2019,185.35,185.38,181.94,182.83,49770
9/30/2019,183.64,185.22,183.64,184.97,40389
10/1/2019,185.54,186.63,183.11,183.4,56952
10/2/2019,181.97,181.97,178.72,179.53,88882
10/3/2019,179.65,181.96,177.73,181.96,49965
10/4/2019,182.96,184.95,182.96,184.9,43192
10/7/2019,184.19,185.39,184.01,184.13,37908
10/8/2019,183.1,183.2,180.91,180.99,516696
10/9/2019,182.67,184.23,182.67,183.59,55749
10/10/2019,183.41,185.69,182.99,185.03,164275
10/11/2019,187.5,189.56,187.42,188.12,105788
10/14/2019,187.89,188.36,187.19,187.7,57612
10/15/2019,188.47,190.41,188.47,190.09,75104
10/16/2019,188.99,189.11,188.22,188.6,58885
10/17/2019,189.6,189.6,187.54,188.28,51209
10/18/2019,188.1,188.39,185.75,186.59,46120
10/21/2019,188.06,188.93,187.58,188.93,45876
10/22/2019,189.28,189.3,186.49,186.54,48098
10/23/2019,186.23,186.74,185.9,186.66,47756
10/24/2019,188.35,189.22,188.03,189.22,57351
10/25/2019,188.94,191.2,188.8,191.17,56969
10/28/2019,192.45,193.34,192.45,193.34,53348
10/29/2019,192.93,193.09,191.48,191.48,186130
10/30/2019,191.93,192.81,191.07,192.8,136407
10/31/2019,192.89,192.89,191.22,192.14,38911
11/1/2019,193.45,195.06,193.3,195.06,56242
11/4/2019,196.66,196.88,196.01,196.59,78269
11/5/2019,196.86,196.86,195.57,196.2,59598
11/6/2019,196.1,196.42,195.33,195.92,71517
11/7/2019,196.1,196.42,195.33,195.92,1
11/8/2019,196.67,198.12,196.11,198.05,42935
11/11/2019,196.92,198.25,196.4,198.06,45325
11/12/2019,198.3,199.28,197.85,198.4,83227
11/13/2019,197.76,199.13,197.76,198.92,38419
11/14/2019,198.18,198.92,197.74,198.92,125635
11/15/2019,200.17,200.6,199.83,200.45,71749
11/18/2019,200.37,201.38,199.85,200.88,53449
11/19/2019,201.73,201.88,200.73,201.34,47641
11/20/2019,200.7,201.2,198.69,199.66,61950
11/21/2019,199.5,199.53,198.46,198.78,37218
11/22/2019,199.5,199.56,198.22,198.9,94403
11/25/2019,199.73,201.74,199.73,201.74,49953
11/26/2019,201.64,202.19,201.42,202.04,71347
11/27/2019,202.23,202.98,201.89,202.98,34559
11/29/2019,201.86,202.35,201.63,201.86,28689
12/2/2019,201.85,201.95,198.24,199.03,75465
12/3/2019,196.34,197.9,195.73,197.79,53387
12/4/2019,199.07,199.35,198.66,198.97,60334
12/5/2019,199.67,199.76,198.91,199.71,33631
12/6/2019,201.07,201.98,201.07,201.97,51450
12/9/2019,201.43,202.23,200.74,200.74,33995
12/10/2019,201.05,201.65,200.63,201.06,50652
12/11/2019,201.32,202.58,201.32,202.48,42977
12/12/2019,202.24,205.25,202.04,205.14,50849
12/13/2019,205.25,206.86,204.9,206.71,49677
12/16/2019,206.77,207.87,206.76,207.33,52516
12/17/2019,207.78,207.96,206.89,207.09,62637
12/18/2019,207.13,207.63,207.01,207.1,40877
12/19/2019,206.88,208.04,206.67,207.8,55269
12/20/2019,209.05,209.21,208.57,209.05,43537
12/23/2019,209.34,209.75,209.07,209.48,51025
12/24/2019,209.42,209.42,208.72,209.11,30179
12/26/2019,209.81,210.8,209.81,210.8,30416
12/27/2019,211.85,211.85,210.72,211.18,56752
12/30/2019,211.01,211.01,208.47,209.61,49660
12/31/2019,209.11,210.62,209.11,210.49,52928
1/2/2020,212.3,214.23,212.3,214.17,51367
1/3/2020,211.08,212.87,211.08,211.6,51573
1/6/2020,209.68,212.26,209.31,212.23,52279
1/7/2020,212.59,212.85,211.83,212.23,54373
1/8/2020,212.34,215.23,212.17,214.49,73493
1/9/2020,216.47,217.01,215.55,216.95,66615
1/10/2020,217.8,218.13,216.29,216.66,59129
1/13/2020,217.52,219.61,217.52,219.61,63840
1/14/2020,219.44,219.69,218.17,218.22,56602
1/15/2020,218.04,219.13,217.18,217.62,973678
1/16/2020,219.42,220.74,219.22,220.66,138015
1/17/2020,221.66,222.24,220.64,221.97,107980
1/21/2020,221.1,222.72,221.1,221.42,78413
1/22/2020,223.17,224.12,222.42,222.75,91714
1/23/2020,222.44,223.18,221.63,223.18,92261
1/24/2020,224.73,225.01,221.6,222.13,57925
1/27/2020,216.78,218.21,215.78,216.68,135599
1/28/2020,218.11,220.76,217.75,220.49,61077
1/29/2020,221.91,222.21,220.01,220.57,70234
1/30/2020,219.63,221.49,218.5,221.32,63941
1/31/2020,219.88,220.13,214.84,215.37,68790
2/3/2020,215.79,219.1,215.79,218.84,106799
2/4/2020,222.63,224.92,222.35,224.82,87983
2/5/2020,228.02,228.23,224.7,226.47,139576
2/6/2020,227.05,228.1,226.09,227.88,82907
2/7/2020,226.62,227.17,225.26,225.5,69238
2/10/2020,224.48,228.49,224.48,228.49,43510
2/11/2020,230.22,230.42,227.65,228.37,87592
2/12/2020,229.79,230.9,229.05,230.87,71957
2/13/2020,228.99,231.11,228.82,229.88,62042
2/14/2020,230.46,231.13,229.81,230.64,41260
2/18/2020,228.29,229.5,228.05,229.31,72723
2/19/2020,230.73,232.08,230.55,231.91,44437
2/20/2020,230.98,231.35,226.61,228.99,96748
2/21/2020,228,228,223.43,224.29,86817
2/24/2020,213.6,217.74,212.71,214.92,114039
